search_timestamp,search_date,route,origin,destination,departure_date,days_before_departure,offer_count,priced_offer_count,nonstop_offer_count,min_price_usd,avg_price_usd,avg_nonstop_price_usd
2026-03-11 22:43:47,2026-03-11,CHI-JFK,CHI,JFK,2026-03-13,2,14,14,2,164.1,472.54,344.36
2026-03-11 22:43:47,2026-03-11,CHI-JFK,CHI,JFK,2026-05-12,62,6,6,2,85.28,113.02,85.28
2026-03-11 22:43:47,2026-03-11,CHI-JFK,CHI,JFK,2026-06-01,82,6,6,2,122.9,182.0,122.9
2026-03-11 22:43:47,2026-03-11,CHI-JFK,CHI,JFK,2026-06-10,91,6,6,2,122.9,176.62,122.9
2026-03-11 22:43:47,2026-03-11,CHI-ATL,CHI,ATL,2026-03-13,2,35,35,6,164.1,451.57,268.92
2026-03-11 22:43:47,2026-03-11,CHI-ATL,CHI,ATL,2026-05-12,62,21,21,1,106.78,389.18,106.78
2026-03-11 22:43:47,2026-03-11,CHI-ATL,CHI,ATL,2026-06-01,82,25,25,2,126.13,407.22,141.18
2026-03-11 22:43:47,2026-03-11,CHI-ATL,CHI,ATL,2026-06-10,91,27,27,2,120.75,511.49,120.75
2026-03-11 22:43:47,2026-03-11,MIA-JFK,MIA,JFK,2026-03-13,2,1,1,1,133.65,133.65,133.65
2026-03-11 22:43:47,2026-03-11,SEA-LAX,SEA,LAX,2026-03-13,2,84,84,26,164.1,487.11,294.49
2026-03-11 22:43:47,2026-03-11,SEA-LAX,SEA,LAX,2026-05-12,62,76,76,25,76.51,704.4,1126.83
2026-03-11 22:43:47,2026-03-11,SEA-LAX,SEA,LAX,2026-06-01,82,71,71,16,136.88,460.79,924.32
2026-03-11 22:43:47,2026-03-11,SEA-LAX,SEA,LAX,2026-06-10,91,68,68,19,136.71,371.51,580.01
2026-03-11 22:43:47,2026-03-11,BOS-JFK,BOS,JFK,2026-03-13,2,45,45,8,125.96,440.88,430.89
2026-03-11 22:43:47,2026-03-11,BOS-JFK,BOS,JFK,2026-05-12,62,44,44,6,72.38,540.93,265.88
2026-03-11 22:43:47,2026-03-11,BOS-JFK,BOS,JFK,2026-06-01,82,52,52,6,115.38,369.81,115.38
2026-03-11 22:43:47,2026-03-11,BOS-JFK,BOS,JFK,2026-06-10,91,43,43,6,115.38,775.46,115.38
2026-03-11 22:43:47,2026-03-11,LAX-JFK,LAX,JFK,2026-03-13,2,59,59,18,268.93,1312.1,2585.97
2026-03-11 22:43:47,2026-03-11,LAX-JFK,LAX,JFK,2026-05-12,62,56,56,14,111.08,536.29,150.85
2026-03-11 22:43:47,2026-03-11,LAX-JFK,LAX,JFK,2026-06-01,82,48,48,14,175.58,533.18,205.22
2026-03-11 22:43:47,2026-03-11,LAX-JFK,LAX,JFK,2026-06-10,91,46,46,14,153.35,541.75,205.22
