search_timestamp,search_date,route,origin,destination,departure_date,days_before_departure,offer_count,priced_offer_count,nonstop_offer_count,min_price_usd,avg_price_usd,avg_nonstop_price_usd
2026-03-10 23:25:47,2026-03-10,CHI-JFK,CHI,JFK,2026-03-13,3,14,14,2,148.78,468.69,333.14
2026-03-10 23:25:47,2026-03-10,CHI-JFK,CHI,JFK,2026-05-12,63,6,6,2,85.36,113.68,85.36
2026-03-10 23:25:47,2026-03-10,CHI-JFK,CHI,JFK,2026-06-01,83,6,6,2,124.06,183.2,124.06
2026-03-10 23:25:47,2026-03-10,CHI-JFK,CHI,JFK,2026-06-10,92,6,6,2,124.06,177.82,124.06
2026-03-10 23:25:47,2026-03-10,CHI-ATL,CHI,ATL,2026-03-13,3,35,35,6,165.34,463.16,270.26
2026-03-10 23:25:47,2026-03-10,CHI-ATL,CHI,ATL,2026-05-12,63,18,18,1,106.86,253.41,106.86
2026-03-10 23:25:47,2026-03-10,CHI-ATL,CHI,ATL,2026-06-01,83,25,25,2,159.53,440.26,174.58
2026-03-10 23:25:47,2026-03-10,CHI-ATL,CHI,ATL,2026-06-10,92,24,24,2,121.91,587.35,128.89
2026-03-10 23:25:47,2026-03-10,MIA-JFK,MIA,JFK,2026-03-13,3,1,1,1,130.51,130.51,130.51
2026-03-10 23:25:47,2026-03-10,SEA-LAX,SEA,LAX,2026-03-13,3,79,79,26,165.34,484.36,295.68
2026-03-10 23:25:47,2026-03-10,SEA-LAX,SEA,LAX,2026-05-12,63,78,78,25,76.64,640.7,1127.21
2026-03-10 23:25:47,2026-03-10,SEA-LAX,SEA,LAX,2026-06-01,83,71,71,11,136.96,469.33,1288.77
2026-03-10 23:25:47,2026-03-10,SEA-LAX,SEA,LAX,2026-06-10,92,72,72,9,136.96,360.34,1077.7
2026-03-10 23:25:47,2026-03-10,BOS-JFK,BOS,JFK,2026-03-13,3,33,33,8,126.09,423.37,432.99
2026-03-10 23:25:47,2026-03-10,BOS-JFK,BOS,JFK,2026-05-12,63,42,42,6,72.46,737.05,267.04
2026-03-10 23:25:47,2026-03-10,BOS-JFK,BOS,JFK,2026-06-01,83,45,45,6,115.46,393.49,115.46
2026-03-10 23:25:47,2026-03-10,BOS-JFK,BOS,JFK,2026-06-10,92,45,45,6,115.46,769.35,115.46
2026-03-10 23:25:47,2026-03-10,LAX-JFK,LAX,JFK,2026-03-13,3,63,63,18,270.14,1285.44,2599.42
2026-03-10 23:25:47,2026-03-10,LAX-JFK,LAX,JFK,2026-05-12,63,54,54,14,111.16,431.78,151.24
2026-03-10 23:25:47,2026-03-10,LAX-JFK,LAX,JFK,2026-06-01,83,52,52,14,176.61,513.88,206.52
2026-03-10 23:25:47,2026-03-10,LAX-JFK,LAX,JFK,2026-06-10,92,50,50,14,176.73,520.79,206.52
