search_timestamp,search_date,route,origin,destination,departure_date,days_before_departure,offer_count,priced_offer_count,nonstop_offer_count,min_price_usd,avg_price_usd,avg_nonstop_price_usd
2026-03-14 22:05:44,2026-03-14,CHI-JFK,CHI,JFK,2026-05-12,59,6,6,2,85.4,113.75,85.4
2026-03-14 22:05:44,2026-03-14,CHI-JFK,CHI,JFK,2026-06-01,79,6,6,2,124.1,183.8,124.1
2026-03-14 22:05:44,2026-03-14,CHI-JFK,CHI,JFK,2026-06-10,88,6,6,2,124.1,177.89,124.1
2026-03-14 22:05:44,2026-03-14,CHI-ATL,CHI,ATL,2026-05-12,59,22,22,1,116.57,395.88,116.57
2026-03-14 22:05:44,2026-03-14,CHI-ATL,CHI,ATL,2026-06-01,79,19,19,0,218.61,485.76,
2026-03-14 22:05:44,2026-03-14,CHI-ATL,CHI,ATL,2026-06-10,88,26,26,2,144.52,564.92,144.52
2026-03-14 22:05:44,2026-03-14,SEA-LAX,SEA,LAX,2026-05-12,59,82,82,24,76.71,641.7,1167.92
2026-03-14 22:05:44,2026-03-14,SEA-LAX,SEA,LAX,2026-06-01,79,71,71,11,146.67,479.72,1299.07
2026-03-14 22:05:44,2026-03-14,SEA-LAX,SEA,LAX,2026-06-10,88,72,72,9,146.67,371.8,1087.89
2026-03-14 22:05:44,2026-03-14,BOS-JFK,BOS,JFK,2026-05-12,59,42,42,6,72.5,739.91,267.61
2026-03-14 22:05:44,2026-03-14,BOS-JFK,BOS,JFK,2026-06-01,79,49,49,6,116.57,386.11,116.57
2026-03-14 22:05:44,2026-03-14,BOS-JFK,BOS,JFK,2026-06-10,88,41,41,6,116.57,622.91,116.57
2026-03-14 22:05:44,2026-03-14,LAX-JFK,LAX,JFK,2026-05-12,59,57,57,14,112.27,543.79,152.35
2026-03-14 22:05:44,2026-03-14,LAX-JFK,LAX,JFK,2026-06-01,79,56,56,14,155.27,532.61,188.29
2026-03-14 22:05:44,2026-03-14,LAX-JFK,LAX,JFK,2026-06-10,88,45,45,14,155.27,559.7,188.29
